NAME,PRIMARY TYPE,LAST ERUPTION YEAR,COUNTRY,REGION2,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,EVIDENCE CATEGORY,POPULATION WITHIN 5KM,POPULATION WITHIN 10KM,POPULATION WITHIN 30KM,POPULATION WITHIN 100KM
Tolima,Stratovolcano,1943,Colombia,"South America","Colombia",4.658,-75.33,5215,Eruption Observed,1660,6563,441916,4258333
Toliman,Stratovolcano(es),Unknown,Guatemala,"México and Central America","Guatemala",14.612,-91.189,3158,Evidence Credible,5641,67361,703786,8130714
Tolmachev Dol,Pyroclastic cone(s),300,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.63,157.58,1021,Eruption Dated,2,2,14,247676
Toluca,Stratovolcano,-1350,Mexico,"México and Central America","Mexico",19.108,-99.758,4680,Eruption Dated,126,1240,1626432,25247342
Tomariyama [Golovnin],Caldera,1848,Japan - administered by Russia,"Kuril Islands","Kuril Islands",43.844,145.504,535,Eruption Observed,1796,1796,2445,159344
Tombel Graben,Pyroclastic cone(s),Unknown,Cameroon,"Africa and Red Sea","Africa (western)",4.758,9.717,500,Evidence Credible,234623,234623,434892,4087423
Tondano Caldera,Caldera,Unknown,Indonesia,"Indonesia","Sulawesi",1.23,124.83,1202,Unrest / Holocene,321308,321308,903706,1558655
Toney Mountain,Shield,Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-75.8,-115.83,3595,Evidence Uncertain,0,0,0,0
Tongariro,Stratovolcano(es),2012,New Zealand,"New Zealand to Fiji","New Zealand",-39.157,175.632,1978,Eruption Observed,27,286,7591,81567
Tore,Lava cone,Unknown,Papua New Guinea,"Melanesia and Australia","Bougainville and Solomon Islands",-5.83,154.93,2200,Evidence Credible,23,442,13083,135356
Torfajokull,Stratovolcano,1477,Iceland,"Iceland and Arctic Ocean","Iceland (southern)",63.892,-19.122,1280,Eruption Observed,0,0,7,16304
Toroeng Prong,Pyroclastic cone,Unknown,Vietnam,"Philippines and SE Asia","Southeast Asia",14.93,108.0,800,Evidence Uncertain,205,940,12621,2616514
Tortuga,Shield,Unknown,Mexico,"México and Central America","Mexico",27.438,-111.881,224,Evidence Credible,0,0,401,26978
Tosa Sucha,Pyroclastic cone(s),Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",5.93,37.57,1650,Evidence Credible,175047,175047,332834,3920102
Toshima,Stratovolcano,-4550,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.52,139.279,508,Eruption Dated,330,331,13194,5285115
Tousside,Stratovolcano,Unknown,Chad,"Africa and Red Sea","Africa (northern)",21.03,16.45,3265,Evidence Credible,0,0,394,5038
Towada,Caldera,915,Japan,"Japan, Taiwan, Marianas","Honshu",40.51,140.88,1011,Eruption Observed,12366,12366,103631,2237010
Toya,Stratovolcano,2001,Japan,"Japan, Taiwan, Marianas","Hokkaido",42.544,140.839,733,Eruption Observed,5723,36191,214565,3206914
Traitor's Head,Stratovolcano,1881,Vanuatu,"Melanesia and Australia","Vanuatu",-18.754,169.238,817,Eruption Observed,207,380,7007,30651
Tralihue,Stratovolcano,Unknown,Argentina,"South America","Central Chile and Argentina",-38.509,-70.898,2448,Evidence Credible,43,385,4621,97456
Tres Virgenes,Stratovolcano(es),Unknown,Mexico,"México and Central America","Mexico",27.47,-112.591,1934,Evidence Uncertain,0,107,830,31498
Tri Sestry,Stratovolcano,Unknown,Russia,"Kuril Islands","Kuril Islands",45.93,149.92,998,Evidence Uncertain,0,0,34,532
Trident,Stratovolcano,1974,United States,"Alaska","Alaska Peninsula",58.236,-155.1,1864,Eruption Observed,0,0,0,117
Tristan da Cunha,Shield,1962,United Kingdom,"Atlantic Ocean","Atlantic Ocean (southern)",-37.092,-12.28,2060,Eruption Observed,12,12,12,32
Trois Pitons,Complex,920,Dominica,"West Indies","West Indies",15.37,-61.33,1387,Eruption Dated,2493,29522,62348,687847
Trolon,Lava dome(s),Unknown,Argentina,"South America","Central Chile and Argentina",-37.738,-70.906,2360,Evidence Uncertain,17,235,2539,65041
Tromen,Stratovolcano(es),1822,Argentina,"South America","Central Chile and Argentina",-37.144,-70.033,4114,Eruption Observed,12,196,2928,47403
Tronador,Stratovolcano,Unknown,Chile-Argentina,"South America","Southern Chile and Argentina",-41.157,-71.885,3478,Evidence Uncertain,7,106,1293,380976
Tseax River Cone,Pyroclastic cone,1690,Canada,"Canada and Western USA","Canada",55.12,-128.9,609,Eruption Dated,0,0,928,23623
Tshibinda,Pyroclastic cone(s),Unknown,DR Congo,"Africa and Red Sea","Africa (central)",-2.32,28.75,1460,Evidence Credible,252532,252532,803365,6572125
Tskhouk-Karckar,Pyroclastic cone(s),-3000,Armenia-Azerbaijan,"Mediterranean and Western Asia","Western Asia",39.73,46.02,3000,Eruption Dated,25,243,55696,1310712
Tujle,Maar,Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.83,-67.95,3550,Evidence Credible,2,17,1968,5287
Tullu Moje,Pyroclastic cone,1900,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",8.159,39.137,2343,Eruption Observed,11514,51976,546291,5565084
Tungnafellsjokull,Stratovolcano,Unknown,Iceland,"Iceland and Arctic Ocean","Iceland (northeastern)",64.75,-17.916,1523,Evidence Credible,0,0,0,927
Tungurahua,Stratovolcano,2016,Ecuador,"South America","Ecuador",-1.467,-78.442,5023,Eruption Observed,476,20990,183640,1571744
Tunkin Depression,Volcanic field,Unknown,Russia,"Kamchatka and Mainland Asia","Russia (southeastern)",51.5,102.5,1200,Evidence Uncertain,431,431,6533,63490
Tupungatito,Stratovolcano,1987,Chile-Argentina,"South America","Central Chile and Argentina",-33.425,-69.797,5660,Eruption Observed,612,923,6161,6169105
Turrialba,Stratovolcano,2017,Costa Rica,"México and Central America","Costa Rica",10.025,-83.767,3340,Eruption Observed,1891,6867,672428,3390544
Tutuila,Tuff cone(s),440,United States,"New Zealand to Fiji","Samoan and Wallis Islands",-14.295,-170.7,653,Eruption Dated,16653,49763,56239,67387
Tutupaca,Stratovolcano(es),1802,Peru,"South America","Peru",-17.026,-70.372,5801,Eruption Observed,18,1125,21124,213931
Tuya Volcanic Field,Volcanic field,Unknown,Canada,"Canada and Western USA","Canada",59.37,-130.58,2123,Evidence Credible,0,0,0,665
Tuzgle,Stratovolcano,Unknown,Argentina,"South America","Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,Evidence Uncertain,42,217,4740,22953
Tuzovsky,Shield(s),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.32,159.97,1533,Evidence Uncertain,0,0,128,3636
Ubehebe Craters,Maar(s),-150,United States,"Canada and Western USA","USA (California)",37.02,-117.45,752,Eruption Dated,18,94,262,15354
Ubinas,Stratovolcano,2016,Peru,"South America","Peru",-16.355,-70.903,5672,Eruption Observed,180,1195,14607,1136785
Udina,Stratovolcano(es),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.758,160.527,2886,Evidence Credible,0,2,63,10334
Udintsev Transform,Submarine,Unknown,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (southern)",-56.153,-143.373,-5700,Evidence Uncertain,0,0,0,0
Udokan Plateau,Pyroclastic cone(s),-220,Russia,"Kamchatka and Mainland Asia","Russia (southeastern)",56.28,117.77,2180,Eruption Dated,12,12,62,4688
Ugashik-Peulik,Stratovolcano,1814,United States,"Alaska","Alaska Peninsula",57.751,-156.368,1474,Eruption Observed,0,0,0,102
Uinkaret Field,Volcanic field,1100,United States,"Canada and Western USA","USA (Arizona)",36.38,-113.13,1555,Eruption Dated,92,92,170,149617
Uka,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.7,160.58,1643,Evidence Uncertain,0,0,24,1704
Ukinrek Maars,Maar(s),1977,United States,"Alaska","Alaska Peninsula",57.832,-156.51,91,Eruption Observed,0,0,0,739
Uksichan,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.08,158.38,1692,Evidence Uncertain,0,6,67,4416
Ulawun,Stratovolcano,2017,Papua New Guinea,"Melanesia and Australia","New Britain",-5.05,151.33,2334,Eruption Observed,30,1801,10577,61018
Uliaga,Stratovolcano,Unknown,United States,"Alaska","Aleutian Islands",53.065,-169.77,888,Evidence Credible,0,0,0,19
Ulreung,Stratovolcano,-2990,South Korea,"Kamchatka and Mainland Asia","Korea",37.5,130.87,984,Eruption Dated,7399,9210,9210,9210
Umboi,Complex,Unknown,Papua New Guinea,"Melanesia and Australia","Northeast of New Guinea",-5.589,147.875,1548,Evidence Credible,249,1127,5585,83275
Ungaran,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-7.18,110.33,2050,Evidence Credible,6705,110008,4595534,25639073
Unknown Source,,1808,Unknown,"Unknown","Unknown",0.0,0.0,0,Evidence Uncertain,0,0,0,0
Unzendake,Complex,1996,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",32.761,130.299,1483,Eruption Observed,6979,76424,444737,7313362
Upolu,Shield,Unknown,Samoa,"New Zealand to Fiji","Samoan and Wallis Islands",-13.935,-171.72,1100,Evidence Credible,680,13753,144419,198677
Uratman,Stratovolcano,Unknown,Russia,"Kuril Islands","Kuril Islands",47.12,152.25,678,Evidence Credible,3,9,20,33
Ushishur,Caldera,1884,Russia,"Kuril Islands","Kuril Islands",47.52,152.8,401,Eruption Observed,0,0,16,275
Ushkovsky,Compound,1890,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.113,160.509,3943,Eruption Observed,0,0,292,12461
Usulutan,Stratovolcano,Unknown,El Salvador,"México and Central America","El Salvador and Honduras",13.419,-88.471,1449,Evidence Credible,22940,154864,610124,5434637
Utila Island,Pyroclastic cone(s),Unknown,Honduras,"México and Central America","El Salvador and Honduras",16.12,-86.882,74,Evidence Credible,2260,2260,2260,650270
Uwayrid,Volcanic field,640,Saudi Arabia,"Middle East and Indian Ocean","Middle East (southern)",27.08,37.25,1920,Eruption Dated,659,659,659,58643
Uzon,Caldera(s),200,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.5,159.97,1617,Eruption Dated,0,0,294,9144
Vailulu'u,Submarine,2003,United States,"New Zealand to Fiji","Samoan and Wallis Islands",-14.215,-169.058,-592,Eruption Observed,0,0,0,1387
Valle,Stratovolcano,Unknown,Panama,"México and Central America","Panama",8.58,-80.17,1185,Evidence Uncertain,1544,7458,131928,2108003
Veer,Pyroclastic cone(s),390,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",53.75,158.45,520,Eruption Dated,0,1,44,266763
Veniaminof,Stratovolcano,2013,United States,"Alaska","Alaska Peninsula",56.17,-159.38,2507,Eruption Observed,0,0,0,542
Verkhovoy,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.52,159.53,1400,Evidence Uncertain,0,0,17,10804
Vernadskii Ridge,Pyroclastic cone(s),Unknown,Russia,"Kuril Islands","Kuril Islands",50.55,155.97,1183,Evidence Credible,0,2,976,3064
Vestmannaeyjar,Submarine,1973,Iceland,"Iceland and Arctic Ocean","Iceland (southern)",63.416,-20.266,283,Eruption Observed,1685,1685,2188,17538
Vesuvius,Stratovolcano,1944,Italy,"Mediterranean and Western Asia","Italy",40.821,14.426,1281,Eruption Observed,19162,675705,3907941,6009961
Veteran,Submarine,Unknown,Vietnam,"Philippines and SE Asia","Southeast Asia",9.83,109.05,-50,Unrest / Holocene,0,0,0,8069
Victory,Stratovolcano,1935,Papua New Guinea,"Melanesia and Australia","New Guinea and D'Entrecasteaux Islands",-9.2,149.07,1925,Eruption Observed,16,96,14042,116816
Viedma,Subglacial,1988,Argentina,"South America","Southern Chile and Argentina",-49.358,-73.28,1500,Eruption Observed,0,0,48,2134
Villarrica,Stratovolcano,2017,Chile,"South America","Central Chile and Argentina",-39.42,-71.93,2847,Eruption Observed,477,1067,35118,667788
Vilyuchik,Stratovolcano,-8050,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.7,158.28,2173,Eruption Dated,0,1,23874,276468
Visoke,Stratovolcano,1957,DR Congo-Rwanda,"Africa and Red Sea","Africa (central)",-1.458,29.485,3696,Eruption Observed,17165,88356,1162209,10953315
Visokiy,Stratovolcano,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",52.43,157.93,1234,Evidence Credible,0,0,30,232358
Vitim Plateau,Pyroclastic cone(s),Unknown,Russia,"Kamchatka and Mainland Asia","Russia (southeastern)",53.7,113.3,1250,Evidence Credible,669,669,669,10035
Voon,Stratovolcano,Unknown,Chad,"Africa and Red Sea","Africa (northern)",20.92,17.28,3100,Unrest / Holocene,0,0,0,3220
Voyampolsky,Shield(s),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",58.37,160.62,1225,Evidence Uncertain,0,0,74,2758
Vsevidof,Stratovolcano,1878,United States,"Alaska","Aleutian Islands",53.13,-168.693,2149,Eruption Observed,0,0,6,6
Vulcano,Stratovolcano(es),1890,Italy,"Mediterranean and Western Asia","Italy",38.404,14.962,500,Eruption Observed,2259,23059,86766,2093800
Vulsini,Caldera,-104,Italy,"Mediterranean and Western Asia","Italy",42.6,11.93,800,Eruption Observed,71789,71789,195475,4627250
Vysoky,Stratovolcano,-550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.064,160.765,2129,Eruption Dated,0,0,123,3657
Waesche,Shield(s),Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-77.17,-126.88,3292,Evidence Uncertain,0,0,0,0
Waiowa,Pyroclastic cone,1944,Papua New Guinea,"Melanesia and Australia","New Guinea and D'Entrecasteaux Islands",-9.57,149.075,640,Eruption Observed,61,338,10041,137492
Wallis Islands,Shield(s),Unknown,France,"New Zealand to Fiji","Samoan and Wallis Islands",-13.3,-176.17,143,Evidence Credible,6897,15214,15342,15342
Wapi Lava Field,Shield,-300,United States,"Canada and Western USA","USA (Idaho)",42.88,-113.22,1604,Eruption Dated,6,6,1394,172539
Washiba-Kumonotaira,Shield(s),Unknown,Japan,"Japan, Taiwan, Marianas","Honshu",36.408,137.594,2924,Evidence Credible,53,215,104826,4446247
Watt,Stratovolcano(es),1997,Dominica,"West Indies","West Indies",15.307,-61.305,1224,Eruption Observed,1818,35821,63178,545352
Wells Gray-Clearwater,Pyroclastic cone(s),1550,Canada,"Canada and Western USA","Canada",52.33,-120.57,2576,Eruption Dated,716,716,716,18280
West Crater,Volcanic field,-5750,United States,"Canada and Western USA","USA (Washington)",45.88,-122.08,1329,Eruption Dated,505,505,14359,2225092
West Eifel Volcanic Field,Maar(s),-8300,Germany,"Mediterranean and Western Asia","Western Europe",50.17,6.85,600,Eruption Dated,94991,94991,232256,7945412
West Mata,Submarine,2009,Tonga,"New Zealand to Fiji","Tonga Islands",-15.1,-173.75,-1174,Eruption Observed,0,0,0,1755
West Valley Segment,Submarine,Unknown,Canada,"Hawaii and Pacific Ocean","Pacific Ocean (northern)",48.78,-128.64,-2550,Unrest / Holocene,0,0,0,0
Westdahl,Stratovolcano?,1992,United States,"Alaska","Aleutian Islands",54.518,-164.65,1654,Eruption Observed,0,0,0,305
Whangarei,Pyroclastic cone(s),Unknown,New Zealand,"New Zealand to Fiji","New Zealand",-35.75,174.27,397,Evidence Uncertain,51419,51419,62244,145873
White Island,Stratovolcano(es),2016,New Zealand,"New Zealand to Fiji","New Zealand",-37.52,177.18,321,Eruption Observed,5,5,5,190290
Wilis,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-7.808,111.758,2563,Evidence Credible,514,5376,2150615,21455776
Witori,Caldera,2012,Papua New Guinea,"Melanesia and Australia","New Britain",-5.576,150.516,724,Eruption Observed,24509,24509,37824,145382
Wolf,Shield,2015,Ecuador,"South America","Galapagos Islands",0.02,-91.35,1710,Eruption Observed,165,165,237,1673
Wrangell,Shield,1999,United States,"Alaska","Alaska (eastern)",62.006,-144.017,4278,Eruption Observed,0,0,0,1844
Wright,Submarine(es),Unknown,New Zealand,"New Zealand to Fiji","Kermadec Islands",-31.85,-179.18,-900,Unrest / Holocene,0,0,0,0
Wudalianchi,Volcanic field,1776,China,"Kamchatka and Mainland Asia","China (eastern)",48.72,126.12,597,Eruption Observed,57885,57885,136201,2164526
Wurlali,Stratovolcano,1892,Indonesia,"Indonesia","Banda Sea",-7.125,128.675,868,Eruption Observed,219,365,720,901
Yakedake,Stratovolcano(es),1995,Japan,"Japan, Taiwan, Marianas","Honshu",36.227,137.587,2455,Eruption Observed,995,2995,156542,4595286
Yali,Lava dome(s),Unknown,Greece,"Mediterranean and Western Asia","Greece",36.671,27.14,180,Evidence Credible,5,499,36517,430920
Yangudi,Complex,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",10.58,41.042,1383,Evidence Credible,33,795,11672,519635
Yantarni,Stratovolcano,-800,United States,"Alaska","Alaska Peninsula",57.019,-157.185,1345,Eruption Dated,0,0,0,190
Yanteles,Stratovolcano(es),-6650,Chile,"South America","Southern Chile and Argentina",-43.497,-72.81,2049,Eruption Dated,0,85,1348,44899
Yar,Volcanic field,1810,Saudi Arabia,"Middle East and Indian Ocean","Middle East (southern)",17.05,42.83,305,Eruption Observed,292582,292582,574162,2204954
Yasur,Stratovolcano,2017,Vanuatu,"Melanesia and Australia","Vanuatu",-19.532,169.447,361,Eruption Observed,3636,6068,24748,32427
Yate,Stratovolcano,1090,Chile,"South America","Southern Chile and Argentina",-41.755,-72.396,2187,Eruption Dated,43,296,6135,315418
Yavinsky,Stratovolcano,-4050,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.533,156.629,646,Eruption Dated,30,595,1356,4813
Yelia,Stratovolcano,Unknown,Papua New Guinea,"Melanesia and Australia","New Guinea and D'Entrecasteaux Islands",-7.05,145.858,3384,Evidence Uncertain,94,1571,15775,580885
Yellowstone,Caldera(s),-1350,United States,"Canada and Western USA","USA (Wyoming)",44.43,-110.67,2805,Eruption Dated,0,0,234,20692
Yojoa,Volcanic field,Unknown,Honduras,"México and Central America","El Salvador and Honduras",14.98,-87.98,1090,Evidence Credible,123374,123374,279991,3336190
Yokoate-jima,Stratovolcano(es),1835,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",28.797,128.997,495,Eruption Observed,62,64,72,72351
Yokodake,Stratovolcano(es),1200,Japan,"Japan, Taiwan, Marianas","Honshu",36.087,138.32,2480,Eruption Dated,1920,11751,484929,6385773
Yonemaru-Sumiyoshiike,Maar(s),-6200,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",31.771,130.592,40,Eruption Dated,18080,73354,923168,2959509
Yoteizan,Stratovolcano,-1050,Japan,"Japan, Taiwan, Marianas","Hokkaido",42.827,140.812,1888,Eruption Dated,205,19419,80006,2988960
Young Island,Stratovolcano,Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-66.42,162.47,1340,Evidence Uncertain,0,0,0,0
Yucamane,Stratovolcano(es),-1320,Peru,"South America","Peru",-17.184,-70.196,5495,Eruption Observed,51,692,10396,467713
Yufu-Tsurumi,Lava dome(s),867,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",33.282,131.39,1584,Eruption Observed,28543,139722,709942,7767905
Yunaska,Shield,1937,United States,"Alaska","Aleutian Islands",52.643,-170.629,550,Eruption Observed,0,0,0,0
Zacate Grande,Stratovolcano,Unknown,Honduras,"México and Central America","El Salvador and Honduras",13.33,-87.63,640,Evidence Credible,7059,11942,195736,3647832
Zaozan,Complex,1940,Japan,"Japan, Taiwan, Marianas","Honshu",38.144,140.44,1841,Eruption Observed,632,4681,550409,4956958
Zaozerny,Shield(s),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.88,159.95,1349,Evidence Uncertain,0,0,50,10351
Zapatera,Shield,Unknown,Nicaragua,"México and Central America","Nicaragua",11.73,-85.82,629,Evidence Credible,136,2104,214864,2537550
Zavaritsky,Pyroclastic cone(s),-800,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",53.905,158.385,1567,Eruption Dated,0,0,37,223868
Zavaritzki Caldera,Caldera,1957,Russia,"Kuril Islands","Kuril Islands",46.925,151.95,624,Eruption Observed,46,46,61,118
Zavodovski,Stratovolcano,2016,United Kingdom,"Antarctica","Antarctica and South Sandwich Islands",-56.3,-27.57,551,Eruption Observed,0,0,0,0
Zealandia Bank,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.88,145.85,0,Unrest / Holocene,0,0,0,0
Zheltovsky,Stratovolcano,1923,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",51.577,157.328,1926,Eruption Observed,0,21,135,3737
Zhupanovsky,Compound,2016,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",53.589,159.15,2899,Eruption Observed,0,0,153,267080
Zimina,Stratovolcano(es),Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.862,160.603,3057,Evidence Credible,0,0,77,11184
